[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*     5758 *        0 *         0 *      4234 *        83 *
*     5759 *        0 *         0 *      4237 *        83 *
*     5760 *        0 *         0 *      4238 *        84 *
*     5761 *        0 *         0 *      4236 *        83 *
*     5762 *        0 *         0 *      4232 *        83 *
*     5763 *        0 *         0 *      4235 *        83 *
*     5764 *        0 *         0 *      4239 *        83 *
*     5765 *        0 *         0 *      4237 *        83 *
*     5766 *        0 *         0 *      4234 *        83 *
*     5767 *        0 *         0 *      4237 *        83 *
*     5768 *        0 *         0 *      4233 *        83 *
*     5769 *        0 *         0 *      4239 *        83 *
*     5770 *        0 *         0 *      4234 *        83 *
*     5770 *        1 *         0 *      4486 *        84 *
*     5771 *        0 *         0 *      4235 *        83 *
*     5772 *        0 *         0 *      4236 *        83 *
*     5773 *        0 *         0 *      4237 *        83 *
*     5774 *        0 *         0 *      4233 *        83 *
*     5775 *        0 *         0 *      4232 *        83 *
*     5776 *        0 *         0 *      4237 *        83 *
*     5777 *        0 *         0 *      4238 *        83 *
*     5778 *        0 *         0 *      4233 *        83 *
*     5779 *        0 *         0 *      4238 *        83 *
*     5780 *        0 *         0 *      4233 *        83 *
*     5781 *        0 *         0 *      4234 *        83 *
*     5782 *        0 *         0 *      4236 *        83 *
*     5783 *        0 *         0 *      4238 *        83 *
*     5784 *        0 *         0 *      4236 *        83 *
*     5785 *        0 *         0 *      3869 *        84 *
*     5785 *        1 *         0 *      8981 *        83 *
*     5786 *        0 *         0 *      4235 *        83 *
*     5787 *        0 *         0 *      4237 *        84 *
*     5788 *        0 *         0 *      4233 *        83 *
*     5789 *        0 *         0 *      4236 *        83 *
*     5790 *        0 *         0 *      4238 *        83 *
*     5791 *        0 *         0 *      4238 *        84 *
*     5792 *        0 *         0 *      4239 *        83 *
*     5793 *        0 *         0 *      4234 *        84 *
*     5794 *        0 *         0 *      4239 *        83 *
*     5795 *        0 *         0 *      4237 *        83 *
*     5796 *        0 *         0 *      4235 *        83 *
*     5797 *        0 *         0 *      4235 *        83 *
*     5798 *        0 *         0 *      4233 *        84 *
*     5799 *        0 *         0 *      4234 *        83 *
*     5800 *        0 *         0 *      4339 *        83 *
*     5800 *        1 *         0 *      4441 *        83 *
*     5801 *        0 *         0 *      4238 *        84 *
*     5802 *        0 *         0 *      4234 *        83 *
*     5803 *        0 *         0 *      4233 *        83 *
*     5804 *        0 *         0 *      4236 *        83 *
*     5804 *        1 *         0 *      4327 *        84 *
*     5805 *        0 *         0 *      4234 *        83 *
*     5806 *        0 *         0 *      4238 *        83 *
*     5807 *        0 *         0 *      4235 *        84 *
*     5808 *        0 *         0 *      4407 *        83 *
*     5808 *        1 *         0 *      4568 *        83 *
*     5809 *        0 *         0 *      4237 *        83 *
*     5810 *        0 *         0 *      4232 *        83 *
*     5811 *        0 *         0 *      4232 *        83 *
*     5811 *        1 *         0 *      4381 *        83 *
*     5812 *        0 *         0 *      4236 *        83 *
*     5813 *        0 *         0 *      4238 *        83 *
*     5814 *        0 *         0 *      4234 *        83 *
*     5815 *        0 *         0 *      4232 *        83 *
*     5816 *        0 *         0 *      4235 *        83 *
*     5817 *        0 *         0 *      4234 *        83 *
*     5818 *        0 *         0 *      4235 *        84 *
*     5819 *        0 *         0 *      4236 *        83 *
*     5820 *        0 *         0 *      4237 *        83 *
*     5821 *        0 *         0 *      4238 *        83 *
*     5822 *        0 *         0 *      4237 *        83 *
*     5823 *        0 *         0 *      4231 *        84 *
*     5824 *        0 *         0 *      4231 *        83 *
*     5825 *        0 *         0 *      4239 *        83 *
*     5826 *        0 *         0 *      4235 *        83 *
*     5827 *        0 *         0 *      4234 *        83 *
*     5828 *        0 *         0 *      4231 *        84 *
*     5829 *        0 *         0 *      4239 *        83 *
*     5830 *        0 *         0 *      4239 *        83 *
*     5831 *        0 *         0 *      4232 *        83 *
*     5832 *        0 *         0 *      4234 *        83 *
*     5833 *        0 *         0 *      4234 *        83 *
*     5834 *        0 *         0 *      4232 *        83 *
*     5835 *        0 *         0 *      4236 *        83 *
*     5836 *        0 *         0 *      4234 *        83 *
*     5837 *        0 *         0 *      4237 *        83 *
*     5838 *        0 *         0 *      4233 *        83 *
*     5839 *        0 *         0 *      4238 *        83 *
*     5840 *        0 *         0 *      4237 *        83 *
*     5841 *        0 *         0 *      4237 *        83 *
*     5842 *        0 *         0 *      4235 *        84 *
*     5843 *        0 *         0 *      4236 *        83 *
*     5844 *        0 *         0 *      4232 *        83 *
*     5845 *        0 *         0 *      4234 *        83 *
*     5846 *        0 *         0 *      4238 *        83 *
*     5847 *        0 *         0 *      4232 *        83 *
*     5848 *        0 *         0 *      4238 *        83 *
*     5849 *        0 *         0 *      4236 *        83 *
*     5850 *        0 *         0 *      4236 *        83 *
*     5851 *        0 *         0 *      4235 *        84 *
*     5852 *        0 *         0 *      4237 *        83 *
*     5853 *        0 *         0 *      4235 *        83 *
*     5853 *        1 *         0 *      4596 *        83 *
*     5854 *        0 *         0 *      4234 *        84 *
*     5855 *        0 *         0 *      4236 *        83 *
*     5856 *        0 *         0 *      4234 *        83 *
*     5857 *        0 *         0 *      4238 *        83 *
*     5858 *        0 *         0 *      4234 *        83 *
*     5859 *        0 *         0 *      4234 *        84 *
*     5860 *        0 *         0 *      4236 *        83 *
*     5861 *        0 *         0 *      4238 *        83 *
*     5862 *        0 *         0 *      4232 *        83 *
*     5863 *        0 *         0 *      4233 *        83 *
*     5864 *        0 *         0 *      4239 *        83 *
*     5865 *        0 *         0 *      4232 *        83 *
*     5866 *        0 *         0 *      4233 *        83 *
*     5867 *        0 *         0 *      4233 *        84 *
*     5868 *        0 *         0 *      4231 *        84 *
*     5869 *        0 *         0 *      4239 *        83 *
*     5870 *        0 *         0 *      4235 *        83 *
*     5870 *        1 *         0 *      4330 *        83 *
*     5871 *        0 *         0 *      4235 *        83 *
*     5872 *        0 *         0 *      4233 *        84 *
*     5873 *        0 *         0 *      4233 *        84 *
*     5874 *        0 *         0 *      4237 *        84 *
*     5875 *        0 *         0 *      4232 *        83 *
*     5876 *        0 *         0 *      4232 *        83 *
*     5877 *        0 *         0 *      4233 *        83 *
*     5878 *        0 *         0 *      4232 *        83 *
*     5879 *        0 *         0 *      4239 *        83 *
*     5880 *        0 *         0 *      4235 *        83 *
*     5881 *        0 *         0 *      4237 *        83 *
*     5882 *        0 *         0 *      4238 *        83 *
*     5883 *        0 *         0 *      4237 *        84 *
*     5884 *        0 *         0 *      4231 *        83 *
*     5885 *        0 *         0 *      4232 *        84 *
*     5886 *        0 *         0 *      4236 *        84 *
*     5887 *        0 *         0 *      4236 *        83 *
*     5888 *        0 *         0 *      4232 *        83 *
*     5889 *        0 *         0 *      4328 *        83 *
*     5889 *        1 *         0 *      4428 *        83 *
*     5890 *        0 *         0 *      4238 *        83 *
*     5891 *        0 *         0 *      4234 *        83 *
*     5892 *        0 *         0 *      4236 *        83 *
*     5893 *        0 *         0 *      4237 *        83 *
*     5894 *        0 *         0 *      4237 *        83 *
*     5895 *        0 *         0 *      4237 *        83 *
*     5896 *        0 *         0 *      4238 *        84 *
*     5897 *        0 *         0 *      4235 *        83 *
*     5898 *        0 *         0 *      4234 *        83 *
*     5899 *        0 *         0 *      4237 *        83 *
*     5899 *        1 *         0 *      4369 *        83 *
*     5900 *        0 *         0 *      4236 *        84 *
*     5901 *        0 *         0 *      4233 *        83 *
*     5902 *        0 *         0 *      4233 *        83 *
*     5903 *        0 *         0 *      4232 *        83 *
*     5904 *        0 *         0 *      4239 *        83 *
*     5905 *        0 *         0 *      4232 *        83 *
*     5906 *        0 *         0 *      4237 *        83 *
*     5907 *        0 *         0 *      4232 *        84 *
*     5908 *        0 *         0 *      4238 *        83 *
*     5909 *        0 *         0 *      4232 *        83 *
*     5909 *        1 *         0 *      4454 *        83 *
*     5910 *        0 *         0 *      4233 *        83 *
*     5911 *        0 *         0 *      4235 *        83 *
*     5912 *        0 *         0 *      4239 *        83 *
*     5913 *        0 *         0 *      4231 *        83 *
*     5913 *        1 *         0 *      4349 *        84 *
*     5914 *        0 *         0 *      4231 *        84 *
*     5915 *        0 *         0 *      4238 *        83 *
*     5916 *        0 *         0 *      4234 *        83 *
*     5917 *        0 *         0 *      4236 *        83 *
*     5918 *        0 *         0 *      4236 *        83 *
*     5919 *        0 *         0 *      4236 *        83 *
*     5920 *        0 *         0 *      4236 *        83 *
*     5921 *        0 *         0 *      4236 *        84 *
*     5922 *        0 *         0 *      4237 *        83 *
*     5923 *        0 *         0 *      4238 *        83 *
*     5923 *        1 *         0 *      4333 *        83 *
*     5924 *        0 *         0 *      4232 *        83 *
*     5925 *        0 *         0 *      4236 *        83 *
*     5926 *        0 *         0 *      4231 *        84 *
*     5927 *        0 *         0 *      4237 *        83 *
*     5928 *        0 *         0 *      4232 *        83 *
*     5929 *        0 *         0 *      4238 *        83 *
*     5930 *        0 *         0 *      4233 *        83 *
*     5931 *        0 *         0 *      4237 *        84 *
*     5932 *        0 *         0 *      4238 *        83 *
*     5933 *        0 *         0 *      4237 *        83 *
*     5934 *        0 *         0 *      4234 *        83 *
*     5935 *        0 *         0 *      4237 *        83 *
*     5936 *        0 *         0 *      4236 *        83 *
*     5937 *        0 *         0 *      4236 *        83 *
*     5938 *        0 *         0 *      4233 *        84 *
*     5939 *        0 *         0 *      4237 *        83 *
*     5940 *        0 *         0 *      4236 *        83 *
*     5941 *        0 *         0 *      4237 *        83 *
*     5942 *        0 *         0 *      4237 *        84 *
*     5943 *        0 *         0 *      4237 *        83 *
*     5944 *        0 *         0 *      4239 *        83 *
*     5945 *        0 *         0 *      4233 *        84 *
*     5946 *        0 *         0 *      4238 *        83 *
*     5947 *        0 *         0 *      4232 *        83 *
*     5948 *        0 *         0 *      4236 *        83 *
*     5949 *        0 *         0 *      4238 *        83 *
*     5950 *        0 *         0 *      4239 *        83 *
*     5951 *        0 *         0 *      4232 *        83 *
*     5952 *        0 *         0 *      4237 *        83 *
*     5953 *        0 *         0 *      4237 *        83 *
*     5954 *        0 *         0 *      4237 *        83 *
*     5955 *        0 *         0 *      4238 *        83 *
*     5956 *        0 *         0 *      4232 *        83 *
*     5957 *        0 *         0 *      4235 *        83 *
*     5958 *        0 *         0 *      4233 *        83 *
*     5959 *        0 *         0 *      4232 *        84 *
*     5960 *        0 *         0 *      4237 *        83 *
*     5961 *        0 *         0 *      4232 *        83 *
*     5962 *        0 *         0 *      4233 *        83 *
*     5963 *        0 *         0 *      4232 *        83 *
*     5964 *        0 *         0 *      4239 *        83 *
*     5965 *        0 *         0 *      4238 *        84 *
*     5966 *        0 *         0 *      4232 *        83 *
*     5967 *        0 *         0 *      4235 *        83 *
*     5968 *        0 *         0 *      4231 *        84 *
*     5969 *        0 *         0 *      4236 *        83 *
*     5970 *        0 *         0 *      4237 *        84 *
*     5971 *        0 *         0 *      4236 *        83 *
*     5972 *        0 *         0 *      4232 *        83 *
*     5973 *        0 *         0 *      4236 *        83 *
*     5973 *        1 *         0 *      4373 *        83 *
*     5974 *        0 *         0 *      4231 *        84 *
*     5975 *        0 *         0 *      4235 *        83 *
*     5976 *        0 *         0 *      4232 *        83 *
*     5977 *        0 *         0 *      4238 *        83 *
*     5978 *        0 *         0 *      4232 *        83 *
*     5979 *        0 *         0 *      4238 *        83 *
*     5980 *        0 *         0 *      4237 *        83 *
*     5981 *        0 *         0 *      4238 *        84 *
*     5982 *        0 *         0 *      4231 *        84 *
*     5983 *        0 *         0 *      4237 *        83 *
*     5984 *        0 *         0 *      4238 *        84 *
*     5985 *        0 *         0 *      4232 *        83 *
*     5986 *        0 *         0 *      4232 *        83 *
*     5987 *        0 *         0 *      4232 *        83 *
*     5988 *        0 *         0 *      4234 *        83 *
*     5989 *        0 *         0 *      4328 *        83 *
*     5989 *        1 *         0 *      4430 *        83 *
*     5990 *        0 *         0 *      4237 *        83 *
*     5991 *        0 *         0 *      4235 *        83 *
*     5992 *        0 *         0 *      4238 *        83 *
*     5993 *        0 *         0 *      4238 *        84 *
*     5994 *        0 *         0 *      4234 *        83 *
*     5995 *        0 *         0 *      4236 *        83 *
*     5996 *        0 *         0 *      4234 *        83 *
*     5997 *        0 *         0 *      4234 *        84 *
*     5998 *        0 *         0 *      4234 *        84 *
*     5999 *        0 *         0 *      4235 *        84 *
*     6000 *        0 *         0 *      4234 *        83 *
*     6001 *        0 *         0 *      4234 *        83 *
*     6002 *        0 *         0 *      4233 *        83 *
*     6003 *        0 *         0 *      4234 *        83 *
*     6004 *        0 *         0 *      4238 *        84 *
*     6005 *        0 *         0 *      4237 *        84 *
*     6006 *        0 *         0 *      4237 *        83 *
*     6007 *        0 *         0 *      4239 *        83 *
*     6008 *        0 *         0 *      4235 *        84 *
*     6009 *        0 *         0 *      4232 *        84 *
*     6009 *        1 *         0 *      4425 *        83 *
*     6010 *        0 *         0 *      4238 *        83 *
*     6011 *        0 *         0 *      4234 *        84 *
*     6012 *        0 *         0 *      4234 *        83 *
*     6013 *        0 *         0 *      4237 *        83 *
*     6014 *        0 *         0 *      4239 *        83 *
*     6015 *        0 *         0 *      4237 *        84 *
*     6016 *        0 *         0 *      4239 *        83 *
*     6017 *        0 *         0 *      4234 *        83 *
*     6018 *        0 *         0 *      4235 *        83 *
*     6019 *        0 *         0 *      4234 *        83 *
*     6020 *        0 *         0 *      4231 *        84 *
*     6021 *        0 *         0 *      4235 *        84 *
*     6022 *        0 *         0 *      4236 *        83 *
*     6023 *        0 *         0 *      4233 *        83 *
*     6024 *        0 *         0 *      4235 *        83 *
*     6025 *        0 *         0 *      4234 *        83 *
*     6026 *        0 *         0 *      4237 *        83 *
*     6027 *        0 *         0 *      4233 *        83 *
*     6028 *        0 *         0 *      4239 *        83 *
*     6029 *        0 *         0 *      4232 *        83 *
*     6030 *        0 *         0 *      4233 *        83 *
*     6031 *        0 *         0 *      4235 *        83 *
*     6032 *        0 *         0 *      4237 *        84 *
*     6033 *        0 *         0 *      4237 *        83 *
*     6034 *        0 *         0 *      4233 *        83 *
*     6034 *        1 *         0 *      4467 *        83 *
*     6035 *        0 *         0 *      4235 *        83 *
*     6036 *        0 *         0 *      4234 *        83 *
*     6037 *        0 *         0 *      4236 *        83 *
*     6038 *        0 *         0 *      4236 *        84 *
*     6039 *        0 *         0 *      4233 *        83 *
*     6040 *        0 *         0 *      4232 *        83 *
*     6041 *        0 *         0 *      4237 *        83 *
*     6042 *        0 *         0 *      4239 *        83 *
*     6043 *        0 *         0 *      4233 *        84 *
*     6044 *        0 *         0 *      4234 *        83 *
*     6045 *        0 *         0 *      4238 *        84 *
*     6046 *        0 *         0 *      4234 *        83 *
*     6047 *        0 *         0 *      4232 *        83 *
*     6048 *        0 *         0 *      4237 *        84 *
*     6049 *        0 *         0 *      4236 *        83 *
*     6050 *        0 *         0 *      4238 *        83 *
*     6051 *        0 *         0 *      4232 *        83 *
*     6052 *        0 *         0 *      4234 *        83 *
*     6053 *        0 *         0 *      4234 *        83 *
*     6054 *        0 *         0 *      4233 *        83 *
*     6055 *        0 *         0 *      4234 *        84 *
*     6056 *        0 *         0 *      4235 *        83 *
*     6057 *        0 *         0 *      4232 *        83 *
*     6058 *        0 *         0 *      4234 *        84 *
*     6059 *        0 *         0 *      4239 *        83 *
*     6060 *        0 *         0 *      4232 *        83 *
*     6061 *        0 *         0 *      4238 *        84 *
*     6062 *        0 *         0 *      4239 *        83 *
*     6063 *        0 *         0 *      4233 *        83 *
*     6064 *        0 *         0 *      4236 *        83 *
*     6065 *        0 *         0 *      4236 *        84 *
*     6066 *        0 *         0 *      4234 *        83 *
*     6067 *        0 *         0 *      4235 *        83 *
*     6068 *        0 *         0 *      4233 *        83 *
*     6069 *        0 *         0 *      4239 *        83 *
*     6070 *        0 *         0 *      4239 *        83 *
*     6071 *        0 *         0 *      4232 *        83 *
*     6072 *        0 *         0 *      4234 *        83 *
*     6073 *        0 *         0 *      4235 *        83 *
*     6074 *        0 *         0 *      4238 *        84 *
*     6075 *        0 *         0 *      4236 *        83 *
*     6076 *        0 *         0 *      4236 *        83 *
*     6077 *        0 *         0 *      4232 *        84 *
*     6078 *        0 *         0 *      4232 *        83 *
*     6079 *        0 *         0 *      4235 *        83 *
*     6080 *        0 *         0 *      4236 *        83 *
*     6081 *        0 *         0 *      4236 *        83 *
*     6082 *        0 *         0 *      4232 *        84 *
*     6083 *        0 *         0 *      4232 *        84 *
*     6084 *        0 *         0 *      4239 *        83 *
*     6085 *        0 *         0 *      4236 *        83 *
*     6086 *        0 *         0 *      4232 *        83 *
*     6087 *        0 *         0 *      4235 *        83 *
*     6087 *        1 *         0 *      4323 *        84 *
*     6088 *        0 *         0 *      4231 *        83 *
*     6089 *        0 *         0 *      4239 *        83 *
*     6089 *        1 *         0 *      4365 *        83 *
*     6090 *        0 *         0 *      4234 *        83 *
*     6091 *        0 *         0 *      4234 *        83 *
*     6092 *        0 *         0 *      4234 *        84 *
*     6093 *        0 *         0 *      4236 *        83 *
*     6094 *        0 *         0 *      4231 *        84 *
*     6095 *        0 *         0 *      4236 *        83 *
*     6096 *        0 *         0 *      4234 *        83 *
*     6097 *        0 *         0 *      4235 *        83 *
*     6098 *        0 *         0 *      4234 *        83 *
*     6099 *        0 *         0 *      4233 *        83 *
*     6100 *        0 *         0 *      4234 *        83 *
*     6101 *        0 *         0 *      4236 *        83 *
*     6102 *        0 *         0 *      4234 *        83 *
*     6103 *        0 *         0 *      4234 *        84 *
*     6104 *        0 *         0 *      4233 *        83 *
*     6105 *        0 *         0 *      4233 *        83 *
*     6106 *        0 *         0 *      4235 *        83 *
*     6107 *        0 *         0 *      4237 *        84 *
*     6108 *        0 *         0 *      4235 *        83 *
*     6109 *        0 *         0 *      4233 *        83 *
*     6110 *        0 *         0 *      4238 *        84 *
*     6111 *        0 *         0 *      4237 *        84 *
*     6112 *        0 *         0 *      4238 *        83 *
*     6113 *        0 *         0 *      4233 *        83 *
*     6114 *        0 *         0 *      4238 *        84 *
*     6115 *        0 *         0 *      4236 *        83 *
*     6116 *        0 *         0 *      4232 *        83 *
*     6117 *        0 *         0 *      4234 *        84 *
*     6118 *        0 *         0 *      4236 *        83 *
*     6119 *        0 *         0 *      4236 *        83 *
*     6120 *        0 *         0 *      4236 *        83 *
*     6121 *        0 *         0 *      4232 *        84 *
*     6122 *        0 *         0 *      4236 *        83 *
*     6123 *        0 *         0 *      4237 *        83 *
*     6124 *        0 *         0 *      4238 *        83 *
*     6124 *        1 *         0 *      4331 *        83 *
*     6125 *        0 *         0 *      4236 *        83 *
*     6126 *        0 *         0 *      4236 *        83 *
*     6127 *        0 *         0 *      4233 *        84 *
*     6128 *        0 *         0 *      4233 *        84 *
*     6129 *        0 *         0 *      4236 *        83 *
*     6130 *        0 *         0 *      4236 *        83 *
*     6131 *        0 *         0 *      4232 *        84 *
*     6132 *        0 *         0 *      4239 *        83 *
*     6133 *        0 *         0 *      4233 *        83 *
*     6133 *        1 *         0 *      4321 *        83 *
*     6134 *        0 *         0 *      4238 *        83 *
*     6135 *        0 *         0 *      4233 *        83 *
*     6136 *        0 *         0 *      4334 *        84 *
*     6136 *        1 *         0 *      4430 *        83 *
*     6137 *        0 *         0 *      4237 *        84 *
*     6138 *        0 *         0 *      4233 *        83 *
*     6139 *        0 *         0 *      4236 *        83 *
*     6140 *        0 *         0 *      4237 *        83 *
*     6141 *        0 *         0 *      4235 *        83 *
*     6142 *        0 *         0 *      4238 *        83 *
*     6143 *        0 *         0 *      4233 *        83 *
*     6144 *        0 *         0 *      4235 *        83 *
*     6145 *        0 *         0 *      4238 *        83 *
*     6146 *        0 *         0 *      4238 *        83 *
*     6147 *        0 *         0 *      4234 *        83 *
*     6148 *        0 *         0 *      4232 *        84 *
*     6149 *        0 *         0 *      4235 *        83 *
*     6150 *        0 *         0 *      4237 *        83 *
*     6151 *        0 *         0 *      4235 *        83 *
*     6152 *        0 *         0 *      4238 *        83 *
*     6153 *        0 *         0 *      4236 *        83 *
*     6154 *        0 *         0 *      4235 *        83 *
*     6155 *        0 *         0 *      4239 *        83 *
*     6156 *        0 *         0 *      4233 *        83 *
*     6157 *        0 *         0 *      4237 *        83 *
*     6158 *        0 *         0 *      4239 *        83 *
*     6159 *        0 *         0 *      4238 *        83 *
*     6160 *        0 *         0 *      4231 *        84 *
*     6161 *        0 *         0 *      4233 *        83 *
*     6162 *        0 *         0 *      4236 *        83 *
*     6163 *        0 *         0 *      4237 *        83 *
*     6164 *        0 *         0 *      4235 *        83 *
*     6165 *        0 *         0 *      4233 *        84 *
*     6166 *        0 *         0 *      4239 *        83 *
*     6167 *        0 *         0 *      4233 *        83 *
*     6168 *        0 *         0 *      4235 *        83 *
*     6169 *        0 *         0 *      4236 *        84 *
*     6170 *        0 *         0 *      4232 *        83 *
*     6171 *        0 *         0 *      4239 *        83 *
*     6172 *        0 *         0 *      4239 *        83 *
*     6173 *        0 *         0 *      4237 *        84 *
*     6174 *        0 *         0 *      4236 *        84 *
*     6175 *        0 *         0 *      4231 *        83 *
*     6176 *        0 *         0 *      4232 *        83 *
*     6177 *        0 *         0 *      4232 *        83 *
*     6178 *        0 *         0 *      4234 *        84 *
*     6179 *        0 *         0 *      4238 *        83 *
*     6180 *        0 *         0 *      4233 *        83 *
*     6181 *        0 *         0 *      4233 *        84 *
*     6182 *        0 *         0 *      4233 *        84 *
*     6183 *        0 *         0 *      4237 *        83 *
*     6184 *        0 *         0 *      4236 *        83 *
*     6185 *        0 *         0 *      4236 *        83 *
*     6186 *        0 *         0 *      4232 *        84 *
*     6187 *        0 *         0 *      4336 *        83 *
*     6187 *        1 *         0 *      4444 *        83 *
*     6188 *        0 *         0 *      4231 *        84 *
*     6189 *        0 *         0 *      4235 *        83 *
*     6190 *        0 *         0 *      4232 *        83 *
*     6191 *        0 *         0 *      4235 *        83 *
*     6192 *        0 *         0 *      4235 *        83 *
*     6193 *        0 *         0 *      4234 *        83 *
*     6194 *        0 *         0 *      4231 *        83 *
*     6195 *        0 *         0 *      4233 *        83 *
*     6196 *        0 *         0 *      4235 *        83 *
*     6197 *        0 *         0 *      4234 *        83 *
*     6198 *        0 *         0 *      4239 *        83 *
*     6199 *        0 *         0 *      4234 *        83 *
*     6200 *        0 *         0 *      4237 *        84 *
*     6201 *        0 *         0 *      4232 *        83 *
*     6202 *        0 *         0 *      4235 *        83 *
*     6202 *        1 *         0 *      4352 *        83 *
*     6203 *        0 *         0 *      4236 *        84 *
*     6204 *        0 *         0 *      4239 *        83 *
*     6205 *        0 *         0 *      4233 *        84 *
*     6206 *        0 *         0 *      4232 *        83 *
*     6207 *        0 *         0 *      4236 *        83 *
*     6208 *        0 *         0 *      4235 *        83 *
*     6209 *        0 *         0 *      4236 *        83 *
*     6210 *        0 *         0 *      4233 *        83 *
*     6211 *        0 *         0 *      4238 *        83 *
*     6212 *        0 *         0 *      4231 *        83 *
*     6213 *        0 *         0 *      4236 *        83 *
*     6214 *        0 *         0 *      4239 *        83 *
*     6215 *        0 *         0 *      4237 *        83 *
*     6216 *        0 *         0 *      4235 *        83 *
*     6217 *        0 *         0 *      4239 *        83 *
*     6218 *        0 *         0 *      4232 *        84 *
*     6219 *        0 *         0 *      4238 *        84 *
*     6220 *        0 *         0 *      4233 *        83 *
*     6221 *        0 *         0 *      4237 *        84 *
*     6222 *        0 *         0 *      4236 *        84 *
*     6223 *        0 *         0 *      4233 *        83 *
*     6224 *        0 *         0 *      4233 *        83 *
*     6225 *        0 *         0 *      4237 *        84 *
*     6226 *        0 *         0 *      4239 *        83 *
*     6227 *        0 *         0 *      4238 *        83 *
*     6228 *        0 *         0 *      4239 *        83 *
*     6229 *        0 *         0 *      4232 *        83 *
*     6230 *        0 *         0 *      3862 *        83 *
*     6230 *        1 *         0 *      8972 *        83 *
*     6231 *        0 *         0 *      4232 *        84 *
*     6232 *        0 *         0 *      4236 *        84 *
*     6233 *        0 *         0 *      4238 *        83 *
*     6234 *        0 *         0 *      4237 *        84 *
*     6235 *        0 *         0 *      4234 *        83 *
*     6236 *        0 *         0 *      4239 *        83 *
*     6237 *        0 *         0 *      4235 *        83 *
*     6238 *        0 *         0 *      4232 *        84 *
*     6239 *        0 *         0 *      4235 *        84 *
*     6240 *        0 *         0 *      4232 *        83 *
*     6241 *        0 *         0 *      4238 *        83 *
*     6242 *        0 *         0 *      4239 *        83 *
*     6243 *        0 *         0 *      4239 *        83 *
*     6244 *        0 *         0 *      4236 *        83 *
*     6245 *        0 *         0 *      4235 *        83 *
*     6246 *        0 *         0 *      4234 *        83 *
*     6247 *        0 *         0 *      4235 *        84 *
*     6248 *        0 *         0 *      4239 *        83 *
*     6249 *        0 *         0 *      4232 *        84 *
*     6250 *        0 *         0 *      4237 *        83 *
*     6251 *        0 *         0 *      4233 *        83 *
*     6252 *        0 *         0 *      4239 *        83 *
*     6253 *        0 *         0 *      4234 *        84 *
*     6254 *        0 *         0 *      4234 *        83 *
*     6255 *        0 *         0 *      4232 *        83 *
*     6256 *        0 *         0 *      4237 *        83 *
*     6257 *        0 *         0 *      4237 *        83 *
*     6258 *        0 *         0 *      4239 *        83 *
*     6259 *        0 *         0 *      4234 *        83 *
*     6260 *        0 *         0 *      4238 *        83 *
*     6261 *        0 *         0 *      4235 *        83 *
*     6262 *        0 *         0 *      4239 *        83 *
*     6263 *        0 *         0 *      4231 *        83 *
*     6264 *        0 *         0 *      4232 *        83 *
*     6265 *        0 *         0 *      4233 *        84 *
*     6266 *        0 *         0 *      4234 *        83 *
*     6267 *        0 *         0 *      4236 *        83 *
*     6268 *        0 *         0 *      4233 *        83 *
*     6269 *        0 *         0 *      4232 *        83 *
*     6270 *        0 *         0 *      4233 *        83 *
*     6271 *        0 *         0 *      4237 *        83 *
*     6272 *        0 *         0 *      4238 *        84 *
*     6273 *        0 *         0 *      4239 *        83 *
*     6274 *        0 *         0 *      4235 *        83 *
*     6275 *        0 *         0 *      4232 *        83 *
*     6276 *        0 *         0 *      4234 *        83 *
*     6277 *        0 *         0 *      4233 *        84 *
*     6278 *        0 *         0 *      4237 *        84 *
*     6279 *        0 *         0 *      4239 *        83 *
*     6280 *        0 *         0 *      4238 *        83 *
*     6281 *        0 *         0 *      4232 *        84 *
*     6282 *        0 *         0 *      4231 *        84 *
*     6283 *        0 *         0 *      4234 *        84 *
*     6284 *        0 *         0 *      4232 *        84 *
*     6285 *        0 *         0 *      4235 *        83 *
*     6286 *        0 *         0 *      4234 *        83 *
*     6287 *        0 *         0 *      4233 *        83 *
*     6288 *        0 *         0 *      4238 *        84 *
*     6289 *        0 *         0 *      4234 *        83 *
*     6290 *        0 *         0 *      4239 *        83 *
*     6291 *        0 *         0 *      4235 *        84 *
*     6292 *        0 *         0 *      4239 *        83 *
*     6293 *        0 *         0 *      4236 *        84 *
*     6294 *        0 *         0 *      4232 *        83 *
*     6295 *        0 *         0 *      4232 *        83 *
*     6296 *        0 *         0 *      4239 *        83 *
*     6297 *        0 *         0 *      4231 *        84 *
*     6298 *        0 *         0 *      4231 *        84 *
*     6299 *        0 *         0 *      4234 *        83 *
*     6300 *        0 *         0 *      4235 *        83 *
*     6301 *        0 *         0 *      4232 *        83 *
*     6301 *        1 *         0 *      4858 *        83 *
*     6302 *        0 *         0 *      4238 *        83 *
*     6303 *        0 *         0 *      4239 *        83 *
*     6304 *        0 *         0 *      4231 *        83 *
*     6305 *        0 *         0 *      4232 *        83 *
*     6306 *        0 *         0 *      4236 *       155 *
*     6307 *        0 *         0 *      4238 *        84 *
*     6308 *        0 *         0 *      4236 *        84 *
