[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*      540 *        0 *         0 *      4238 *        83 *
*      541 *        0 *         0 *      4236 *        83 *
*      542 *        0 *         0 *      4236 *        83 *
*      543 *        0 *         0 *      4231 *        84 *
*      544 *        0 *         0 *      4238 *        83 *
*      545 *        0 *         0 *      4232 *        83 *
*      546 *        0 *         0 *      4236 *        84 *
*      547 *        0 *         0 *      4236 *        84 *
*      548 *        0 *         0 *      4233 *        83 *
*      549 *        0 *         0 *      4238 *        83 *
*      550 *        0 *         0 *      4234 *        83 *
*      551 *        0 *         0 *      4234 *        84 *
*      552 *        0 *         0 *      4237 *        83 *
*      553 *        0 *         0 *      4237 *        83 *
*      554 *        0 *         0 *      4232 *        83 *
*      555 *        0 *         0 *      4236 *        83 *
*      556 *        0 *         0 *      4233 *        83 *
*      557 *        0 *         0 *      4239 *        83 *
*      558 *        0 *         0 *      4232 *        83 *
*      559 *        0 *         0 *      4235 *        83 *
*      560 *        0 *         0 *      4235 *        83 *
*      561 *        0 *         0 *      4235 *        83 *
*      562 *        0 *         0 *      4232 *        83 *
*      563 *        0 *         0 *      4233 *        84 *
*      564 *        0 *         0 *      4233 *        84 *
*      565 *        0 *         0 *      1115 *        83 *
*      565 *        1 *         0 *      6229 *        84 *
*      566 *        0 *         0 *      4233 *        83 *
*      567 *        0 *         0 *      4235 *        83 *
*      568 *        0 *         0 *      4238 *        84 *
*      569 *        0 *         0 *      4231 *        83 *
*      570 *        0 *         0 *      4233 *        83 *
*      571 *        0 *         0 *      4238 *        83 *
*      572 *        0 *         0 *      4233 *        83 *
*      573 *        0 *         0 *      4236 *        84 *
*      574 *        0 *         0 *      4238 *        83 *
*      575 *        0 *         0 *      4239 *        83 *
*      576 *        0 *         0 *      4238 *        83 *
*      577 *        0 *         0 *      4239 *        83 *
*      578 *        0 *         0 *      4238 *        84 *
*      579 *        0 *         0 *      4233 *        83 *
*      580 *        0 *         0 *      4238 *        84 *
*      581 *        0 *         0 *      4237 *        84 *
*      582 *        0 *         0 *      4237 *        83 *
*      583 *        0 *         0 *      4232 *        83 *
*      584 *        0 *         0 *      4237 *        83 *
*      585 *        0 *         0 *      4232 *        83 *
*      586 *        0 *         0 *      4239 *        83 *
*      587 *        0 *         0 *      4233 *        83 *
*      588 *        0 *         0 *      4238 *        83 *
*      589 *        0 *         0 *      4232 *        84 *
*      590 *        0 *         0 *      4232 *        83 *
*      591 *        0 *         0 *      4233 *        83 *
*      592 *        0 *         0 *      4234 *        84 *
*      593 *        0 *         0 *      4237 *        83 *
*      594 *        0 *         0 *      4233 *        83 *
*      595 *        0 *         0 *      4233 *        83 *
*      596 *        0 *         0 *      4238 *        83 *
*      597 *        0 *         0 *      4238 *        83 *
*      598 *        0 *         0 *      4231 *        84 *
*      599 *        0 *         0 *      4235 *        84 *
*      600 *        0 *         0 *      4233 *        84 *
*      601 *        0 *         0 *      4236 *        83 *
*      602 *        0 *         0 *      4235 *        83 *
*      603 *        0 *         0 *      4238 *        84 *
*      604 *        0 *         0 *      4234 *        83 *
*      605 *        0 *         0 *      4235 *        83 *
*      606 *        0 *         0 *      4236 *        83 *
*      607 *        0 *         0 *      4232 *        83 *
*      608 *        0 *         0 *      4239 *        83 *
*      609 *        0 *         0 *      4234 *        83 *
*      610 *        0 *         0 *      4237 *        83 *
*      611 *        0 *         0 *      4236 *        83 *
*      612 *        0 *         0 *      4233 *        83 *
*      613 *        0 *         0 *      4232 *        83 *
*      614 *        0 *         0 *      4232 *        83 *
*      615 *        0 *         0 *      4235 *        84 *
*      616 *        0 *         0 *      4235 *        83 *
*      617 *        0 *         0 *      4237 *        83 *
*      618 *        0 *         0 *      4233 *        84 *
*      619 *        0 *         0 *      4646 *        83 *
*      619 *        1 *         0 *      5052 *        84 *
*      620 *        0 *         0 *      4233 *        83 *
*      621 *        0 *         0 *      4237 *        83 *
*      622 *        0 *         0 *      4239 *        83 *
*      623 *        0 *         0 *      4233 *        83 *
*      624 *        0 *         0 *      4233 *        83 *
*      625 *        0 *         0 *      4237 *        83 *
*      626 *        0 *         0 *      4342 *        83 *
*      626 *        1 *         0 *      4445 *        83 *
*      627 *        0 *         0 *      4236 *        84 *
*      628 *        0 *         0 *      1458 *        83 *
*      628 *        1 *         0 *      6568 *        83 *
*      629 *        0 *         0 *      4233 *        83 *
*      630 *        0 *         0 *      4232 *        83 *
*      631 *        0 *         0 *      4231 *        84 *
*      632 *        0 *         0 *      4235 *        84 *
*      633 *        0 *         0 *      4237 *        84 *
*      634 *        0 *         0 *      4233 *        83 *
*      635 *        0 *         0 *      4235 *        83 *
*      636 *        0 *         0 *      4232 *        83 *
*      637 *        0 *         0 *      4233 *        83 *
*      638 *        0 *         0 *      4234 *        83 *
*      639 *        0 *         0 *      4234 *        83 *
*      640 *        0 *         0 *      4233 *        83 *
*      641 *        0 *         0 *      4234 *        84 *
*      642 *        0 *         0 *      4233 *        83 *
*      643 *        0 *         0 *      4238 *        83 *
*      644 *        0 *         0 *      4232 *        83 *
*      645 *        0 *         0 *      4233 *        83 *
*      646 *        0 *         0 *      4234 *        83 *
*      647 *        0 *         0 *      4233 *        83 *
*      648 *        0 *         0 *      1871 *        83 *
*      648 *        1 *         0 *      6981 *        83 *
*      649 *        0 *         0 *      4235 *        83 *
*      650 *        0 *         0 *      4234 *        84 *
*      651 *        0 *         0 *      4232 *        84 *
*      652 *        0 *         0 *      4233 *        83 *
*      653 *        0 *         0 *      4235 *        83 *
*      654 *        0 *         0 *      4237 *        84 *
*      655 *        0 *         0 *      4238 *        83 *
*      656 *        0 *         0 *      4239 *        83 *
*      657 *        0 *         0 *      4234 *        83 *
*      658 *        0 *         0 *      4238 *        83 *
*      659 *        0 *         0 *      4236 *        83 *
*      660 *        0 *         0 *      4236 *        83 *
*      661 *        0 *         0 *      4234 *        84 *
*      662 *        0 *         0 *      4238 *        83 *
*      663 *        0 *         0 *      4239 *        83 *
*      663 *        1 *         0 *      4326 *        83 *
*      664 *        0 *         0 *      4231 *        84 *
*      665 *        0 *         0 *      4232 *        83 *
*      666 *        0 *         0 *       370 *        83 *
*      666 *        1 *         0 *      5485 *        84 *
*      667 *        0 *         0 *      4234 *        83 *
*      668 *        0 *         0 *      4232 *        83 *
*      669 *        0 *         0 *      4232 *        84 *
*      670 *        0 *         0 *      4239 *        83 *
*      671 *        0 *         0 *      4237 *        83 *
*      672 *        0 *         0 *      4235 *        83 *
*      673 *        0 *         0 *      4232 *        83 *
*      674 *        0 *         0 *      4233 *        83 *
*      675 *        0 *         0 *      4403 *        83 *
*      675 *        1 *         0 *      4574 *        83 *
*      676 *        0 *         0 *      4238 *        83 *
*      677 *        0 *         0 *      4234 *        83 *
*      678 *        0 *         0 *      4236 *        83 *
*      679 *        0 *         0 *      4233 *        83 *
*      680 *        0 *         0 *      4237 *        83 *
*      681 *        0 *         0 *      4234 *        83 *
*      682 *        0 *         0 *      4237 *        84 *
*      683 *        0 *         0 *      4236 *        83 *
*      684 *        0 *         0 *      4233 *        83 *
*      685 *        0 *         0 *      4236 *        83 *
*      686 *        0 *         0 *      4236 *        83 *
*      687 *        0 *         0 *      4232 *        83 *
*      688 *        0 *         0 *      4235 *        83 *
*      689 *        0 *         0 *      4373 *        83 *
*      689 *        1 *         0 *      4506 *        84 *
*      690 *        0 *         0 *      4239 *        83 *
*      691 *        0 *         0 *      4239 *        83 *
*      692 *        0 *         0 *      4238 *        83 *
*      693 *        0 *         0 *      4237 *        83 *
*      694 *        0 *         0 *      4238 *        83 *
*      695 *        0 *         0 *      4232 *        83 *
*      696 *        0 *         0 *      4233 *        83 *
*      697 *        0 *         0 *      4237 *        83 *
*      698 *        0 *         0 *      4235 *        84 *
*      699 *        0 *         0 *      4238 *        83 *
*      699 *        1 *         0 *      4322 *        82 *
*      700 *        0 *         0 *      4231 *        84 *
*      701 *        0 *         0 *      4369 *        83 *
*      701 *        1 *         0 *      4508 *        84 *
*      702 *        0 *         0 *      4237 *        83 *
*      703 *        0 *         0 *      4236 *        84 *
*      704 *        0 *         0 *      4234 *        83 *
*      705 *        0 *         0 *      4232 *        83 *
*      706 *        0 *         0 *      4235 *        83 *
